iter	Passed	Remaining
1937	1528	48
1938	1529	48
1939	1530	47
1940	1531	46
1941	1531	45
1942	1532	44
1943	1533	44
1944	1534	43
1945	1534	42
1946	1535	41
1947	1536	41
1948	1537	40
1949	1537	39
1950	1538	38
1951	1539	37
1952	1540	37
1953	1540	36
1954	1541	35
1955	1542	34
1956	1543	33
1957	1543	33
1958	1544	32
1959	1545	31
1960	1546	30
1961	1546	29
1962	1547	29
1963	1548	28
1964	1549	27
1965	1550	26
1966	1551	26
1967	1551	25
1968	1552	24
1969	1553	23
1970	1554	22
1971	1554	22
1972	1555	21
1973	1556	20
1974	1557	19
1975	1558	18
1976	1558	18
1977	1559	17
1978	1560	16
1979	1561	15
1980	1562	14
1981	1562	14
1982	1563	13
1983	1564	12
1984	1565	11
1985	1566	11
1986	1566	10
1987	1567	9
1988	1568	8
1989	1569	7
1990	1570	7
1991	1570	6
1992	1571	5
1993	1572	4
1994	1573	3
1995	1573	3
1996	1574	2
1997	1575	1
1998	1576	0
1999	1576	0
